COD;EMPRESA;ANO;EMPRESA/ANO; Receitas ; Vendas de Mercadorias, Produtos e Serviços ; Outras Receitas ; Receitas refs. à Construção de Ativos Próprios ; Provisão/Reversão de Créds. Liquidação Duvidosa ; Insumos Adquiridos de Terceiros ; Custos Prods., Mercs. e Servs. Vendidos ; Materiais, Energia, Servs. de Terceiros e Outros ; Perda/Recuperação de Valores Ativos ; Outrus ; Valor Adicionado Bruto ; Retenções ; Depreciação, Amortização e Exaustão ; Outris ; Valor Adicionado Líquido Produzido ; Valor Adicionado Recebido em Transferência ; Resultado de Equivalência Patrimonial ; Receitas Financeiras ; Outres ; Valor Adicionado Total a Distribuir ; Distribuição do Valor Adicionado ; Pessoal ; Remuneração Direta ; Benefícios ; F.G.T.S. ; Outrxs ; Impostos, Taxas e Contribuições ; Federais ; Estaduais ; Municipais ; Remuneração de Capitais de Terceiros ; Juros ; Aluguéis ; Outras ; Remuneração de Capitais Próprios ; Juros sobre o Capital Próprio ; Dividendos ; Lucros Retidos / Prejuízo do Período ; Part. Não Controladores nos Lucros Retidos ; Outros ;
CRPG5;Cristal;2017;685752;685752;682078;3674;0;0;-318852;-422137;104767;5118;-6600;366900;-18445;-18445;0;348455;14861;0;14861;0;363316;363316;117923;83735;27880;6308;0;151281;90723;56128;4430;15116;10799;4317;0;0;0;0;0;0;0;
CARD3;Csu Cardsyst;2008;Csu Cardsyst2008;394240;391319;3981;0;-1060;-112559;-88715;-23844;0;0;281681;-34725;-31041;-3684;246956;3985;0;3985;0;250941;250941;140902;97467;34920;8515;0;65038;54326;1388;9324;38276;20429;12736;5111;6725;0;0;6725;0;0;
CARD3;Csu Cardsyst;2009;Csu Cardsyst2009;421355;426452;1942;0;-7039;-112890;-76680;-36210;0;0;308465;-36458;-36458;0;272007;3426;0;3426;0;275433;275433;143264;101052;32728;9484;0;81909;70198;911;10800;33275;15564;13089;4622;16985;0;1686;15299;0;0;
CARD3;Csu Cardsyst;2010;Csu Cardsyst2010;410805;412777;1416;0;-3388;-99436;-67519;-31917;0;0;311369;-24050;-24050;0;287319;5294;0;5294;0;292613;292613;143770;106809;27203;9758;0;76817;65977;425;10415;38974;12408;25912;654;33052;7760;91;25201;0;0;
CARD3;Csu Cardsyst;2011;Csu Cardsyst2011;425636;427610;1596;0;-3570;-99124;-66362;-32762;0;0;326512;-23903;-23903;0;302609;7937;0;7937;0;310546;310546;167666;124475;32239;10952;0;74485;63743;503;10239;45749;14879;28352;2518;22646;7472;0;15174;0;0;
CARD3;Csu Cardsyst;2012;Csu Cardsyst2012;406379;405663;801;0;-85;-104013;-73921;-30092;0;0;302366;-28099;-28099;0;274267;5488;0;5488;0;279755;279755;160913;122616;26835;11462;0;58003;49168;57;8778;38644;11868;26776;0;22195;7500;0;14695;0;0;
CARD3;Csu Cardsyst;2013;Csu Cardsyst2013;382284;382106;1374;0;-1196;-112904;-83448;-29456;0;0;269380;-25483;-25483;0;243897;4795;0;4795;0;248692;248692;160940;123532;25481;11927;0;45221;37191;109;7921;42352;14257;28095;0;179;0;42;137;0;0;
CARD3;Csu Cardsyst;2014;Csu Cardsyst2014;431926;431092;1408;0;-574;-126146;-95781;-30365;0;0;305780;-26385;-26385;0;279395;4892;0;4892;0;284287;284287;169510;133854;23778;11878;0;55341;46556;276;8509;48189;17206;30983;0;11247;3650;0;7597;0;0;
CARD3;Csu Cardsyst;2015;Csu Cardsyst2015;504790;503530;1352;0;-92;-148211;-112116;-36095;0;0;356579;-29085;-29085;0;327494;5274;0;5274;0;332768;332768;193868;152494;26966;14408;0;66453;55808;492;10153;53437;20837;32600;0;19010;7000;0;12010;0;0;
CARD3;Csu Cardsyst;2016;Csu Cardsyst2016;518021;514925;3023;0;73;-126737;-93857;-32880;0;0;391284;-32923;-32923;0;358361;5395;0;5395;0;363756;363756;199143;154501;29729;14913;0;79910;69648;139;10123;49796;16340;33456;0;34907;12800;0;22107;0;0;
CARD3;Csu Cardsyst;2017;540631;540631;540322;1206;0;-897;-124944;-96935;-28009;0;0;415687;-31656;-31656;0;384031;3121;0;3121;0;387152;387152;205827;158819;31193;15815;0;90296;79429;28;10839;45830;10534;35296;0;45199;13781;0;31418;0;0;
CTCA3;Ctc S.A.;2008;Ctc S.A.2008;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
CTCA3;Ctc S.A.;2009;Ctc S.A.2009;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
CTCA3;Ctc S.A.;2010;Ctc S.A.2010;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
CTCA3;Ctc S.A.;2011;Ctc S.A.2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
CTCA3;Ctc S.A.;2012;Ctc S.A.2012;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
CTCA3;Ctc S.A.;2013;Ctc S.A.2013;62717;62717;0;0;0;-16672;-8989;-7683;0;0;46045;-4281;-4281;0;41764;9749;0;8800;949;51513;51513;34388;16649;15539;2200;0;5902;5812;1;89;3890;3858;0;32;7333;0;0;7333;0;0;
CTCA3;Ctc S.A.;2014;Ctc S.A.2014;78015;82725;0;0;-4710;-24341;-11023;-13318;0;0;53674;-5852;-5852;0;47822;8955;0;8552;403;56777;56777;41822;31095;7951;2776;0;2632;2534;5;93;7124;6126;0;998;5199;0;0;5199;0;0;
CTCA3;Ctc S.A.;2015;Ctc S.A.2015;89831;95381;0;0;-5550;-36546;-18233;-18313;0;0;53285;-7319;-7319;0;45966;28536;0;24471;4065;74502;74502;56370;38470;12668;5232;0;4558;4508;0;50;12067;11802;0;265;1507;0;0;1507;0;0;
CTCA3;Ctc S.A.;2016;Ctc S.A.2016;139896;142364;3919;0;-6387;-62748;-25862;-21911;-14975;0;77148;-12413;-12413;0;64735;32568;0;36155;-3587;97303;97303;51989;32176;16960;2853;0;17972;13359;4482;131;14811;14352;0;459;12531;0;0;12531;0;0;
CTCA3;Ctc S.A.;2017;139896;139896;142364;3919;0;-6387;-62748;-25862;-21911;-14975;0;77148;-12413;-12413;0;64735;32568;0;36155;-3587;97303;97303;51989;32176;16960;2853;0;17972;13359;4482;131;14811;14352;0;459;12531;0;0;12531;0;0;
CVCB3;Cvc Brasil;2008;Cvc Brasil2008;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
CVCB3;Cvc Brasil;2009;Cvc Brasil2009;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
CVCB3;Cvc Brasil;2010;Cvc Brasil2010;540362;0;523900;0;16462;-117059;0;-108317;0;-8742;423303;-5158;-5158;0;418145;17149;0;17149;0;435294;435294;66601;51005;7120;0;8476;89746;76178;0;13568;204028;0;0;204028;74919;0;0;74919;0;0;
CVCB3;Cvc Brasil;2011;Cvc Brasil2011;635777;0;635106;0;671;-169633;0;-163695;0;-5938;466144;-3733;-3733;0;462411;20671;0;20671;0;483082;483082;91654;66688;8166;0;16800;102109;86923;0;15186;179408;0;0;179408;109911;0;0;109911;0;0;
CVCB3;Cvc Brasil;2012;Cvc Brasil2012;663082;0;663364;0;-282;-254762;0;-244778;0;-9984;408320;-11467;-11467;0;396853;15496;0;15496;0;412349;412349;123355;85073;9284;0;28998;83607;68835;0;14772;185275;0;0;185275;20112;0;0;20112;0;0;
CVCB3;Cvc Brasil;2013;Cvc Brasil2013;682066;0;682491;0;-425;-160316;0;-149291;0;-11025;521750;-24270;-24270;0;497480;8055;0;8055;0;505535;505535;116192;84766;10504;0;20922;125209;110247;0;14962;152452;0;0;152452;111682;0;14750;15263;0;81669;
CVCB3;Cvc Brasil;2014;Cvc Brasil2014;751325;0;761086;0;-9761;-140908;0;-140908;0;0;610417;-26935;-26935;0;583482;4295;0;4295;0;587777;587777;129484;93505;11912;0;24067;148791;131415;0;17376;163763;0;0;163763;145739;0;69226;69226;0;7287;
CVCB3;Cvc Brasil;2015;Cvc Brasil2015;920847;0;942689;0;-21842;-176960;0;-176960;0;0;743887;-31436;-31436;0;712451;7803;0;7803;0;720254;720254;177615;126092;17859;0;33664;177545;154236;0;23309;189860;0;0;189860;175234;0;40657;48788;4047;81742;
CVCB3;Cvc Brasil;2016;Cvc Brasil2016;1117830;0;1140276;0;-22446;-172856;0;-172856;0;0;944974;-60851;-60851;0;884123;19784;0;19784;0;903907;903907;241266;181629;26969;0;32668;214160;182117;0;32043;251272;0;0;251272;197209;0;44427;66645;19495;66642;
CVCB3;Cvc Brasil;2017;1258670;1258670;0;1269285;0;-10615;-194892;0;-194892;0;0;1063778;-72207;-72207;0;991571;44293;0;44293;0;1035864;1035864;284002;215481;30279;0;38242;236147;200654;0;35493;278282;0;0;278282;146476;0;53174;79762;13540;0;
CCPR3;Cyre Com-Ccp;2008;Cyre Com-Ccp2008;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
CCPR3;Cyre Com-Ccp;2009;Cyre Com-Ccp2009;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
CCPR3;Cyre Com-Ccp;2010;Cyre Com-Ccp2010;252779;249633;3146;0;0;-76852;-62514;-7888;0;-6450;175927;-8245;-8245;0;167682;26368;0;26368;0;194050;194050;12496;7531;2888;0;2077;23223;23041;0;182;50343;49962;0;381;107988;0;0;93892;14096;0;
CCPR3;Cyre Com-Ccp;2011;Cyre Com-Ccp2011;321369;321369;0;0;0;-127873;-115755;-7693;0;-4425;193496;-349;-349;0;193147;54876;0;44438;10438;248023;248023;19737;9786;4766;0;5185;29336;28922;0;414;70765;68224;0;2541;128185;0;0;113734;14451;0;
CCPR3;Cyre Com-Ccp;2012;Cyre Com-Ccp2012;385195;385195;0;0;0;-160604;-145072;-6348;0;-9184;224591;-8269;-8269;0;216322;93767;60648;31700;1419;310089;310089;24338;7729;9118;0;7491;33786;33256;0;530;59938;54909;0;5029;192027;0;36345;116690;38992;0;
CCPR3;Cyre Com-Ccp;2013;Cyre Com-Ccp2013;334583;334583;0;0;0;-106981;-89018;-9776;0;-8187;227602;-8365;-8365;0;219237;78822;43389;31641;3792;298059;298059;25525;10748;9926;0;4851;37945;35669;0;2276;43590;39247;0;4343;190999;0;35364;113537;42098;0;
CCPR3;Cyre Com-Ccp;2014;Cyre Com-Ccp2014;400831;400831;0;0;0;-141146;-121154;-11349;0;-8643;259685;-8424;-8424;0;251261;81080;44686;36946;-552;332341;332341;32681;17235;12238;0;3208;60123;57476;0;2647;90719;77840;0;12879;148818;0;23266;74694;50858;0;
CCPR3;Cyre Com-Ccp;2015;Cyre Com-Ccp2015;408533;408533;0;0;0;-124499;-105730;-10208;0;-8561;284034;-25949;-25949;0;258085;111634;36560;61879;13195;369719;369719;23629;18586;4423;0;620;52306;49005;0;3301;241546;218979;0;22567;52238;0;5536;17772;28930;0;
CCPR3;Cyre Com-Ccp;2016;Cyre Com-Ccp2016;449355;449355;0;0;0;-158723;-132089;-22183;0;-4451;290632;-32718;-32718;0;257914;149113;43391;64980;40742;407027;407027;26037;17180;5677;0;3180;56984;53415;0;3569;309646;297626;0;12020;14360;0;0;-21326;35686;0;
CCPR3;Cyre Com-Ccp;2017;756382;756382;470007;286375;0;0;-165325;-125966;-24181;0;-15178;591057;-53566;-53566;0;537491;32689;-3709;42328;-5930;570180;570180;32933;19764;8293;0;4876;61237;57138;0;4099;253557;244851;0;8706;222453;0;0;174204;48249;0;
CYRE3;Cyrela Realt;2008;Cyrela Realt2008;2965825;2964150;1675;0;0;-2213108;-1764854;-448254;0;0;752717;-21777;-3897;-17880;730940;51879;-542;76754;-24333;782819;782819;129837;76331;8229;35038;10239;242817;0;0;0;81764;81764;0;0;328401;0;0;277707;50694;0;
CYRE3;Cyrela Realt;2009;Cyrela Realt2009;4242568;4233993;8575;0;0;-3031384;-2678571;-352813;0;0;1211184;-36381;-6518;-29863;1174803;191686;28715;76916;86055;1366489;1366489;187848;110922;389;0;76537;264679;264679;0;0;87064;87064;0;0;826898;0;0;729349;97549;0;
CYRE3;Cyrela Realt;2010;Cyrela Realt2010;5061882;5053551;8331;0;0;-3836999;-3353475;-483524;0;0;1224883;-59533;-8885;-50648;1165350;150104;1196;141028;7880;1315454;1315454;262218;184626;0;0;77592;301896;301896;0;0;66274;66274;0;0;685066;0;0;600249;84817;0;
CYRE3;Cyrela Realt;2011;Cyrela Realt2011;6341736;6375759;-34023;0;0;-4963706;-4393291;-570415;0;0;1378030;-34037;-13335;-20702;1343993;124336;1449;157043;-34156;1468329;1468329;331527;230498;0;0;101029;443672;443672;0;0;100944;100944;0;0;592186;0;0;498171;94015;0;
CYRE3;Cyrela Realt;2012;Cyrela Realt2012;5801619;5801353;266;0;0;-4202769;-3813867;-388902;0;0;1598850;-129493;-122730;-6763;1469357;288361;64027;249302;-24968;1757718;1757718;360566;259251;0;0;101315;322752;322752;0;0;238711;238711;0;0;835689;0;0;660148;175541;0;
CYRE3;Cyrela Realt;2013;Cyrela Realt2013;5533917;5532336;1581;0;0;-4025094;-3612593;-412501;0;0;1508823;-101032;-96012;-5020;1407791;318817;90094;207166;21557;1726608;1726608;356976;245686;0;0;111290;296345;296345;0;0;179288;179288;0;0;893999;0;0;718832;175167;0;
CYRE3;Cyrela Realt;2014;Cyrela Realt2014;5952490;5946563;5927;0;0;-4542052;-3949181;-592871;0;0;1410438;-88600;-84350;-4250;1321838;401550;118221;278643;4686;1723388;1723388;355846;234072;0;0;121774;273657;273657;0;0;262499;262499;0;0;831386;0;0;661499;169887;0;
CYRE3;Cyrela Realt;2015;Cyrela Realt2015;4465604;4465802;-198;0;0;-3365674;-2838105;-527569;0;0;1099930;-84717;-75953;-8764;1015213;413286;73645;330885;8756;1428499;1428499;300188;229740;0;0;70448;221870;221870;0;0;313288;313288;0;0;593153;0;0;447800;145353;0;
CYRE3;Cyrela Realt;2016;Cyrela Realt2016;3246835;3290704;-43869;0;0;-2577424;-2132787;-444637;0;0;669411;-106244;-97438;-8806;563167;374225;49438;305693;19094;937392;937392;297105;228987;0;0;68118;169117;169117;0;0;226550;226550;0;0;244620;0;0;151352;93268;0;
CYRE3;Cyrela Realt;2017;2645374;2645374;2749920;-104546;0;0;-2384302;-1939257;-445045;0;0;261072;-66535;-55495;-11040;194537;343796;73690;205392;64714;538333;538333;239632;186168;0;0;53464;141320;141320;0;0;167923;167923;0;0;-10542;0;0;-95004;84462;0;
DASA3;Dasa;2008;Dasa2008;1215244;1237008;6380;0;-28144;-521282;-205229;-316053;0;0;693962;-166190;-166190;0;527772;60392;0;60392;0;588164;588164;273190;0;0;0;273190;134749;0;0;0;192279;0;0;192279;-12054;0;0;-12980;926;0;
DASA3;Dasa;2009;Dasa2009;1426927;1507963;4671;0;-85707;-627924;-258874;-369050;0;0;799003;-87880;-87880;0;711123;129450;0;129450;0;840573;840573;334191;152907;3220;19763;158301;174361;116606;223;57532;232613;93994;69181;69438;99408;23331;0;74894;1183;0;
DASA3;Dasa;2010;Dasa2010;1610009;1631990;5427;0;-27408;-633864;-279518;-354346;0;0;976145;-91321;-91321;0;884824;223698;0;223698;0;1108522;1108522;348824;186362;2921;20258;139283;213566;167365;983;45218;448166;191629;71103;185434;97966;30000;0;67966;0;0;
DASA3;Dasa;2011;Dasa2011;2310042;2390134;29509;0;-109601;-955078;-560012;-395066;0;0;1354964;-125764;-125764;0;1229200;95542;0;95542;0;1324742;1324742;501438;0;0;0;501438;311289;0;0;0;366760;0;0;366760;145255;30000;8143;107312;-200;0;
DASA3;Dasa;2012;Dasa2012;2514257;2489994;24464;0;-201;-1190719;-854760;-335959;0;0;1323538;-152580;-152580;0;1170958;50927;0;50927;0;1221885;1221885;556594;0;0;0;556594;304343;0;0;0;276220;0;0;276220;84728;0;20233;64959;-464;0;
DASA3;Dasa;2013;Dasa2013;2753555;2744415;9383;0;-243;-1308982;-954526;-354456;0;0;1444573;-144795;-144795;0;1299778;91371;0;91371;0;1391149;1391149;606594;0;0;0;606594;348904;0;0;0;304069;0;0;304069;131582;0;31184;100117;281;0;
DASA3;Dasa;2014;Dasa2014;3025855;3021729;4283;0;-157;-1473987;-1045488;-428499;0;0;1551868;-169681;-169681;0;1382187;95061;0;95061;0;1477248;1477248;688152;0;0;0;688152;376111;0;0;0;330338;0;0;330338;82647;0;19544;62745;358;0;
DASA3;Dasa;2015;Dasa2015;3151074;3175025;10556;0;-34507;-1647306;-1117626;-529680;0;0;1503768;-186097;-186097;0;1317671;109067;1630;107437;0;1426738;1426738;683398;0;0;0;683398;366774;0;0;0;352362;0;0;352362;24204;0;5656;18157;391;0;
DASA3;Dasa;2016;Dasa2016;3361594;3352769;18974;0;-10149;-1679233;-1141670;-537563;0;0;1682361;-229215;-229215;0;1453146;106250;0;106250;0;1559396;1559396;653462;0;0;0;653462;444558;0;0;0;366171;0;0;366171;95205;25000;1250;68488;467;0;
DASA3;Dasa;2017;3727808;3727808;3718341;8407;0;1060;-1857662;-1428196;-429466;0;0;1870146;-227856;-227856;0;1642290;69082;0;69082;0;1711372;1711372;747062;0;0;0;747062;424069;0;0;0;405783;0;0;405783;134458;42198;0;89245;3015;0;
PNVL3;Dimed;2008;Dimed2008;1025292;1021001;3681;0;610;-850836;-789727;-59835;-1274;0;174456;-5990;-5990;0;168466;29711;0;29711;0;198177;198177;65679;53487;6983;5209;0;86212;19797;65582;833;36597;17449;19148;0;9689;4401;0;5288;0;0;
PNVL3;Dimed;2009;Dimed2009;1168465;1167577;1541;0;-653;-949963;-877708;-71749;-506;0;218502;-6962;-6962;0;211540;28007;0;28007;0;239547;239547;79725;59552;14196;5977;0;82571;29561;51859;1151;47554;24985;22569;0;29697;8400;0;21297;0;0;
PNVL3;Dimed;2010;Dimed2010;1310517;1286218;23972;0;327;-1052413;-968523;-82616;-1274;0;258104;-7539;-7539;0;250565;4811;0;4811;0;255376;255376;91529;75249;9704;6576;0;90702;35870;53754;1078;42372;15198;27174;0;30773;9000;0;21773;0;0;
PNVL3;Dimed;2011;Dimed2011;1482058;1446908;38797;0;-3647;-1181654;-1084806;-97327;479;0;300404;-7110;-7110;0;293294;4802;0;4802;0;298096;298096;108111;89854;10511;7746;0;109749;44616;63906;1227;42814;10479;32335;0;37422;10200;0;27222;0;0;
PNVL3;Dimed;2012;Dimed2012;1677915;1624166;54254;0;-505;-1300971;-1187210;-112969;-792;0;376944;-8753;-8753;0;368191;5233;0;5233;0;373424;373424;133062;109546;14330;9186;0;145441;49937;92750;2754;47816;9431;38385;0;47105;11400;1169;34536;0;0;
PNVL3;Dimed;2013;Dimed2013;1931236;1852700;79836;0;-1300;-1480101;-1342714;-138037;650;0;451135;-11199;-11199;0;439936;3580;0;3580;0;443516;443516;152879;124503;17287;11089;0;176081;58041;116282;1758;58411;11695;46716;0;56145;11682;1661;42802;0;0;
PNVL3;Dimed;2014;Dimed2014;2089209;1994663;95300;0;-754;-1603096;-1449278;-153270;-548;0;486113;-14255;-14255;0;471858;6213;0;6213;0;478071;478071;172564;140269;19853;12442;0;182240;64779;115681;1780;73908;21025;52883;0;49359;12000;851;36508;0;0;
PNVL3;Dimed;2015;Dimed2015;2192158;2089595;97524;0;5039;-1659873;-1504197;-150467;-5209;0;532285;-18047;-18047;0;514238;6378;0;6378;0;520616;520616;193001;157157;21494;14350;0;189585;70564;117021;2000;92762;30199;62563;0;45268;14001;0;31267;0;0;
PNVL3;Dimed;2016;Dimed2016;2338657;2236734;100674;0;1249;-1722652;-1561219;-200482;39049;0;616005;-20372;-20372;0;595633;6120;0;6120;0;601753;601753;229973;187500;25586;16887;0;220013;78617;139491;1905;98708;26255;72453;0;53059;16500;0;36559;0;0;
PNVL3;Dimed;2017;2512636;2512636;2373816;140466;0;-1646;-1825712;-1655423;-173832;3543;0;686924;-24101;-24101;0;662823;2842;0;2842;0;665665;665665;250243;202289;29442;18512;0;248793;84185;162018;2590;106831;24092;82739;0;59798;17495;0;42303;0;0;
DIRR3;Direcional;2008;Direcional2008;274287;273264;1340;0;-317;-165009;-78151;-68869;0;-17989;109278;-2688;-2688;0;106590;10256;0;10256;0;116846;116846;24314;0;0;0;24314;20322;0;0;0;4333;0;0;4333;67877;0;0;0;0;67877;
DIRR3;Direcional;2009;Direcional2009;393476;390617;3009;0;-150;-214364;-84447;-119183;0;-10734;179112;-6084;-6084;0;173028;13589;0;13589;0;186617;186617;63743;0;0;0;63743;26798;0;0;0;9933;0;0;9933;86143;0;0;0;0;86143;
DIRR3;Direcional;2010;Direcional2010;810553;806338;4437;0;-222;-506062;-360736;-130932;0;-14394;304491;-6274;-6274;0;298217;33172;0;33172;0;331389;331389;101139;0;0;0;101139;45242;0;0;0;4567;0;0;4567;180441;0;40272;126280;13889;0;
DIRR3;Direcional;2011;Direcional2011;1099409;1098448;1063;0;-102;-629516;-471512;-89560;0;-68444;469893;-10363;-10363;0;459530;44794;0;44794;0;504324;504324;255624;0;0;0;255624;51234;0;0;0;15876;0;0;15876;181590;0;41614;133602;6374;0;
DIRR3;Direcional;2012;Direcional2012;1474513;1481678;-7165;0;0;-829821;-758882;-48183;-22756;0;644692;-8771;-8771;0;635921;39141;271;38870;0;675062;675062;349351;0;0;0;349351;53136;0;0;0;15108;0;0;15108;257467;0;0;225038;32429;0;
DIRR3;Direcional;2013;Direcional2013;1780646;1791682;-11036;0;0;-1074945;-1004633;-48168;-22144;0;705701;-15610;-15610;0;690091;44376;11790;32586;0;734467;734467;395407;0;0;0;395407;71495;0;0;0;31111;0;0;31111;236454;0;0;228197;8257;0;
DIRR3;Direcional;2014;Direcional2014;1892250;1914907;-22657;0;0;-1106194;-1035578;-60530;-10086;0;786056;-19740;-19740;0;766316;63588;5750;57838;0;829904;829904;404587;0;0;0;404587;102605;0;0;0;90496;0;0;90496;232216;0;0;205870;26346;0;
DIRR3;Direcional;2015;Direcional2015;1638287;1655554;-17267;0;0;-894066;-834607;-54206;-5253;0;744221;-42366;-42366;0;701855;63209;-1774;64983;0;765064;765064;399094;0;0;0;399094;109265;0;0;0;100495;0;0;100495;156210;0;0;123647;32563;0;
DIRR3;Direcional;2016;Direcional2016;1456901;1452885;4016;0;0;-931077;-854420;-64544;-12113;0;525824;-25568;-25568;0;500256;66041;-1480;67521;0;566297;566297;341642;0;0;0;341642;116406;0;0;0;109646;0;0;109646;-1397;0;0;-11862;10465;0;
DIRR3;Direcional;2017;807997;807997;805013;2984;0;0;-613601;-524111;-65442;-24048;0;194396;-23026;-23026;0;171370;52778;-1380;54158;0;224148;224148;198032;0;0;0;198032;69881;0;0;0;93670;0;0;93670;-137435;0;0;-143781;6346;0;
DOHL4;Dohler;2008;Dohler2008;239280;238015;1540;0;-275;-139524;-70299;-69225;0;0;99756;-9346;-9346;0;90410;22205;0;22205;0;112615;112615;60661;51144;6039;3478;0;32917;23467;8687;763;12432;12013;419;0;6605;0;5202;1384;19;0;
DOHL4;Dohler;2009;Dohler2009;253242;249876;3532;0;-166;-149225;-79521;-69704;0;0;104017;-6121;-6121;0;97896;15688;0;15688;0;113584;113584;68695;56963;6611;5121;0;31804;21509;9463;832;8243;7817;426;0;4842;0;3119;1723;0;0;
DOHL4;Dohler;2010;Dohler2010;301167;302007;768;0;-1608;-187149;-101698;-85451;0;0;114018;-6478;-6478;0;107540;23217;0;23217;0;130757;130757;73654;62488;6174;4992;0;39329;30210;8260;859;5387;5071;316;0;12387;0;6142;6245;0;0;
DOHL4;Dohler;2011;Dohler2011;365913;365034;710;0;169;-207947;-116877;-91070;0;0;157966;-7434;-7434;0;150532;11390;0;11390;0;161922;161922;85608;70800;8677;6131;0;45113;34093;10115;905;7058;6624;434;0;24143;9349;0;14793;1;0;
DOHL4;Dohler;2012;Dohler2012;385190;382380;2977;0;-167;-217983;-125426;-92557;0;0;167207;-7973;-7973;0;159234;10118;0;10118;0;169352;169352;94564;77443;10381;6740;0;45341;31731;12640;970;8446;7985;461;0;21001;9089;0;11912;0;0;
DOHL4;Dohler;2013;Dohler2013;448736;446597;2875;0;-736;-245673;-142324;-103349;0;0;203063;-8542;-8542;0;194521;10158;0;10158;0;204679;204679;106109;87263;11630;7216;0;49318;35650;12645;1023;9138;8663;475;0;40114;11146;0;28936;32;0;
DOHL4;Dohler;2014;Dohler2014;478905;474723;5544;0;-1362;-268437;-152025;-116412;0;0;210468;-9122;-9122;0;201346;12971;0;12971;0;214317;214317;116485;94795;13607;8083;0;48515;36167;11269;1079;7050;6541;509;0;42267;11227;0;31040;0;0;
DOHL4;Dohler;2015;Dohler2015;481435;475398;7916;0;-1879;-279576;-155732;-123844;0;0;201859;-10210;-10210;0;191649;20102;0;20102;0;211751;211751;124979;101501;14189;9289;0;46684;35691;9832;1161;11863;11250;613;0;28225;5618;0;22607;0;0;
DOHL4;Dohler;2016;Dohler2016;535542;526169;10665;0;-1292;-313482;-184208;-129274;0;0;222060;-11555;-11555;0;210505;15534;0;15534;0;226039;226039;136010;110225;15391;10394;0;59389;44764;13306;1319;15169;14493;676;0;15471;0;0;15471;0;0;
DOHL4;Dohler;2017;565677;565677;561951;6228;0;-2502;-314783;-193643;-121140;0;0;250894;-11376;-11376;0;239518;11910;0;11910;0;251428;251428;142974;113262;18343;11369;0;66634;50204;14838;1592;7654;6918;736;0;34166;0;11205;22961;0;0;
DTCY3;Dtcom Direct;2008;Dtcom Direct2008;14940;14859;0;0;81;-9033;0;-8899;-134;0;5907;-2385;-2385;0;3522;46;0;46;0;3568;3568;2858;2405;290;163;0;1816;1129;461;226;3791;2835;180;776;-4897;0;0;-4897;0;0;
DTCY3;Dtcom Direct;2009;Dtcom Direct2009;17626;17157;441;0;28;-11235;0;-10497;-738;0;6391;-1900;-1900;0;4491;59;0;59;0;4550;4550;2311;1813;355;143;0;2081;1273;561;247;1635;1167;72;396;-1477;0;0;-1477;0;0;
DTCY3;Dtcom Direct;2010;Dtcom Direct2010;17126;14118;2856;0;152;-10480;0;-10475;-5;0;6646;-1213;-1213;0;5433;41;0;41;0;5474;5474;3138;2606;373;159;0;1712;1055;448;209;1132;806;78;248;-508;0;0;-508;0;0;
DTCY3;Dtcom Direct;2011;Dtcom Direct2011;13155;12733;422;0;0;-6407;0;-6391;-16;0;6748;-1709;-1709;0;5039;119;0;119;0;5158;5158;3338;2719;453;166;0;1601;826;630;145;1612;1101;85;426;-1393;0;0;-1393;0;0;
DTCY3;Dtcom Direct;2012;Dtcom Direct2012;14139;13719;420;0;0;-5544;0;-5539;-5;0;8595;-1757;-1757;0;6838;15;0;15;0;6853;6853;3484;2804;489;191;0;1676;991;497;188;1688;1215;91;382;5;0;0;5;0;0;
DTCY3;Dtcom Direct;2013;Dtcom Direct2013;14299;14147;152;0;0;-6749;0;-6735;-14;0;7550;-1498;-1498;0;6052;4;0;4;0;6056;6056;4066;3250;616;200;0;1726;1052;460;214;1568;995;99;474;-1304;0;0;-1304;0;0;
