COD;EMPRESA;ANO;EMPRESA/ANO; Receitas ; Vendas de Mercadorias, Produtos e Serviços ; Outras Receitas ; Receitas refs. à Construção de Ativos Próprios ; Provisão/Reversão de Créds. Liquidação Duvidosa ; Insumos Adquiridos de Terceiros ; Custos Prods., Mercs. e Servs. Vendidos ; Materiais, Energia, Servs. de Terceiros e Outros ; Perda/Recuperação de Valores Ativos ; Outrus ; Valor Adicionado Bruto ; Retenções ; Depreciação, Amortização e Exaustão ; Outris ; Valor Adicionado Líquido Produzido ; Valor Adicionado Recebido em Transferência ; Resultado de Equivalência Patrimonial ; Receitas Financeiras ; Outres ; Valor Adicionado Total a Distribuir ; Distribuição do Valor Adicionado ; Pessoal ; Remuneração Direta ; Benefícios ; F.G.T.S. ; Outrxs ; Impostos, Taxas e Contribuições ; Federais ; Estaduais ; Municipais ; Remuneração de Capitais de Terceiros ; Juros ; Aluguéis ; Outras ; Remuneração de Capitais Próprios ; Juros sobre o Capital Próprio ; Dividendos ; Lucros Retidos / Prejuízo do Período ; Part. Não Controladores nos Lucros Retidos ; Outros ;
QVQP3B;524 Particip;2008;524 Particip2008;0;0;0;0;0;-105;0;-105;0;0;-105;0;0;0;-105;41;0;41;0;-64;-64;0;0;0;0;0;1;1;0;0;0;0;0;0;-65;0;0;-65;0;0;
QVQP3B;524 Particip;2009;524 Particip2009;0;0;0;0;0;-118;0;-118;0;0;-118;0;0;0;-118;28;0;28;0;-90;-90;0;0;0;0;0;44;44;0;0;0;0;0;0;-134;0;0;-134;0;0;
QVQP3B;524 Particip;2010;524 Particip2010;49908;0;0;0;49908;-46926;0;-90;-46836;0;2982;0;0;0;2982;99;0;99;0;3081;3081;0;0;0;0;0;45;45;0;0;0;0;0;0;3036;0;0;3036;0;0;
QVQP3B;524 Particip;2011;524 Particip2011;0;0;0;0;0;-111;0;-111;0;0;-111;0;0;0;-111;48;0;48;0;-63;-63;0;0;0;0;0;6;6;0;0;0;0;0;0;-69;0;0;-69;0;0;
QVQP3B;524 Particip;2012;524 Particip2012;532;0;0;0;532;-138;0;-138;0;0;394;0;0;0;394;80;0;80;0;474;474;0;0;0;0;0;6;6;0;0;0;0;0;0;468;0;0;468;0;0;
QVQP3B;524 Particip;2013;524 Particip2013;152;0;0;0;152;-82;0;-82;0;0;70;0;0;0;70;32;0;32;0;102;102;0;0;0;0;0;7;7;0;0;0;0;0;0;95;0;0;95;0;0;
QVQP3B;524 Particip;2014;524 Particip2014;0;0;0;0;0;-179;0;-93;0;-86;-179;0;0;0;-179;39;0;39;0;-140;-140;0;0;0;0;0;11;11;0;0;0;0;0;0;-151;0;0;-151;0;0;
QVQP3B;524 Particip;2015;524 Particip2015;0;0;0;0;0;-92;0;-92;0;0;-92;0;0;0;-92;28;0;28;0;-64;-64;0;0;0;0;0;9;9;0;0;0;0;0;0;-73;0;0;-73;0;0;
QVQP3B;524 Particip;2016;524 Particip2016;0;0;0;0;0;-98;0;-98;0;0;-98;0;0;0;-98;19;0;19;0;-79;-79;0;0;0;0;0;20;20;0;0;0;0;0;0;-99;0;0;-99;0;0;
QVQP3B;524 Particip;2017; ;0;0;0;0;0;-97;0;-97;0;0;-97;0;0;0;-97;6;0;6;0;-91;-91;0;0;0;0;0;59;59;0;0;0;0;0;0;-150;0;0;-150;0;0;
EALT4;Aco Altona;2008;Aco Altona2008;244894;235802;9092;0;0;-125839;-36754;-89085;0;0;119055;-10102;-10102;0;108953;6736;0;6736;0;115689;115689;42740;30340;9065;3335;0;33631;26142;7343;146;15052;15052;0;0;24266;0;0;24266;0;0;
EALT4;Aco Altona;2009;Aco Altona2009;153278;140314;12964;0;0;-71674;-16549;-55125;0;0;81604;-8585;-8585;0;73019;2947;0;2947;0;75966;75966;31490;23685;3899;3906;0;24446;20391;3787;268;17493;17493;0;0;2537;0;0;2537;0;0;
EALT4;Aco Altona;2010;Aco Altona2010;177296;169918;7378;0;0;-82967;-20239;-62728;0;0;94329;-8584;-8584;0;85745;1963;0;1963;0;87708;87708;42646;32366;6950;3330;0;29590;24378;5062;150;9545;9545;0;0;5927;0;0;5927;0;0;
EALT4;Aco Altona;2011;Aco Altona2011;188323;187168;1155;0;0;-90592;-18911;-71681;0;0;97731;-8532;-8532;0;89199;3954;0;3954;0;93153;93153;47217;35101;8527;3589;0;25459;23435;1857;167;11779;11779;0;0;8698;0;0;8698;0;0;
EALT4;Aco Altona;2012;Aco Altona2012;202746;200341;2405;0;0;-97344;-97344;0;0;0;105402;-8509;-8509;0;96893;3096;0;3096;0;99989;99989;55195;39794;11253;3891;257;23833;21721;1862;250;13257;13257;0;0;7704;0;548;7156;0;0;
EALT4;Aco Altona;2013;Aco Altona2013;200833;197853;2980;0;0;-98989;-98989;0;0;0;101844;-9885;-9885;0;91959;6065;0;6065;0;98024;98024;61287;44501;11103;4659;1024;16905;13927;2731;247;10616;10616;0;0;9216;466;2252;6498;0;0;
EALT4;Aco Altona;2014;Aco Altona2014;192555;189106;3449;0;0;-94179;-94179;0;0;0;98376;-10055;-10055;0;88321;3679;0;3679;0;92000;92000;62431;46229;10707;4743;752;14857;12391;2238;228;7942;7942;0;0;6770;0;0;0;0;6770;
EALT4;Aco Altona;2015;Aco Altona2015;161229;158183;3046;0;0;-75598;-75598;0;0;0;85631;-9976;-9976;0;75655;3179;0;3179;0;78834;78834;55484;41870;7725;5889;0;10479;9846;397;236;12749;12749;0;0;122;0;0;0;0;122;
EALT4;Aco Altona;2016;Aco Altona2016;147963;133113;14850;0;0;-72775;-72775;0;0;0;75188;-9744;-9744;0;65444;2483;0;2483;0;67927;67927;49821;37321;6487;6013;0;11238;9484;1438;316;8519;8519;0;0;-1651;0;0;0;0;-1651;
EALT4;Aco Altona;2017;249098;249098;185419;63679;0;0;-120000;-56996;-63004;0;0;129098;-9569;-9569;0;119529;2994;0;2994;0;122523;122523;56715;44047;7415;5253;0;26820;23677;2840;303;8340;8340;0;0;30648;0;0;0;0;30648;
ADHM3;Advanced-Dh;2008;Advanced-Dh2008;0;0;0;0;0;-33;0;-30;0;-3;-33;0;0;0;-33;0;0;0;0;-33;-33;0;0;0;0;0;1;1;0;0;2;0;2;0;-36;0;0;-36;0;0;
ADHM3;Advanced-Dh;2009;Advanced-Dh2009;0;0;0;0;0;-892;0;-762;0;-130;-892;-1;-1;0;-893;-10;0;-10;0;-903;-903;366;354;3;9;0;150;150;0;0;42;7;35;0;-1461;0;0;-1461;0;0;
ADHM3;Advanced-Dh;2010;Advanced-Dh2010;0;0;0;0;0;-10700;0;-8401;0;-2299;-10700;-80;-80;0;-10780;5372;0;5372;0;-5408;-5408;9662;9335;196;131;0;2060;2060;0;0;3010;2502;508;0;-20140;0;0;-20140;0;0;
ADHM3;Advanced-Dh;2011;Advanced-Dh2011;84205;84205;0;0;0;-46721;-7200;-3180;0;-36341;37484;-129;-129;0;37355;2416;0;2416;0;39771;39771;2425;2246;118;61;0;14695;10148;10;4537;3749;3030;719;0;18902;0;0;18902;0;0;
ADHM3;Advanced-Dh;2012;Advanced-Dh2012;0;0;0;0;0;-16348;-2136;-5222;0;-8990;-16348;-135;-135;0;-16483;-247;0;-247;0;-16730;-16730;3212;3029;151;32;0;702;652;9;41;4059;3290;769;0;-24703;0;0;-24703;0;0;
ADHM3;Advanced-Dh;2013;Advanced-Dh2013;0;0;0;0;0;-13423;-1603;-7824;0;-3996;-13423;-136;-136;0;-13559;-4112;0;-4112;0;-17671;-17671;2874;2619;229;26;0;612;560;9;43;4253;3479;774;0;-25410;0;0;-25410;0;0;
ADHM3;Advanced-Dh;2014;Advanced-Dh2014;0;0;0;0;0;-1681;0;-1877;-76;272;-1681;-5001;-123;-4878;-6682;-721;0;-667;-54;-7403;-7403;827;735;85;7;0;51;21;8;22;3042;2642;400;0;-11323;0;0;-11323;0;0;
ADHM3;Advanced-Dh;2015;Advanced-Dh2015;90;90;0;0;0;-1636;-1465;-171;0;0;-1546;-2426;-16;-2410;-3972;563;0;563;0;-3409;-3409;962;896;51;15;0;8;0;8;0;10420;10403;17;0;-14799;0;0;-14799;0;0;
ADHM3;Advanced-Dh;2016;Advanced-Dh2016;0;0;0;0;0;-3730;0;-2008;0;-1722;-3730;-38;-38;0;-3768;2103;0;2103;0;-1665;-1665;2926;2546;262;118;0;-2954;-2954;0;0;180;23;157;0;-1817;0;0;-1817;0;0;
ADHM3;Advanced-Dh;2017;18;18;18;0;0;0;-2673;0;-2267;0;-406;-2655;-76;-76;0;-2731;-331;0;-331;0;-3062;-3062;1521;1360;37;124;0;455;455;0;0;373;293;80;0;-5411;0;0;-5411;0;0;
AELP3;AES Elpa;2008;AES Elpa2008;11854711;11844269;44570;0;-34128;-5841775;-5170121;-352083;0;-319571;6012936;-379539;-379539;0;5633397;474311;-45946;520257;0;6107708;6107708;443019;391672;0;0;51347;3392020;1181990;2189554;20476;140428;129810;10618;0;2132241;0;440881;24064;709013;958283;
AELP3;AES Elpa;2009;AES Elpa2009;13164244;5404254;7490290;531170;-261470;-6545384;-6512728;-32656;0;0;6618860;-553889;-553889;0;6064971;502243;0;502243;0;6567214;6567214;647795;448656;180854;0;18285;3650120;1122049;2505229;22842;1135939;228498;15565;891876;1133360;0;0;335010;798350;0;
AELP3;AES Elpa;2010;AES Elpa2010;14846342;6006228;8080169;708708;51237;-7230028;-7191602;-38426;0;0;7616314;-556171;-556171;0;7060143;278069;0;278069;0;7338212;7338212;578463;389138;168124;0;21201;4165057;1493396;2646623;25038;1288201;172407;15560;1100234;1306491;0;0;376137;930354;0;
AELP3;AES Elpa;2011;AES Elpa2011;15251516;14378416;122992;738745;11363;-6981765;-6271983;-519599;0;-190183;8269751;-549286;-503340;-45946;7720465;340412;0;320676;19736;8060877;8060877;475325;335217;112320;27788;0;5689908;2916603;2744881;28424;374107;361887;12220;0;1521537;20988;285380;130517;1084652;0;
AELP3;AES Elpa;2012;AES Elpa2012;15274531;14359111;123468;831115;-39163;-9111879;-7472097;-577371;0;-1062411;6162652;-496864;-450918;-45946;5665788;241402;0;241402;0;5907190;5907190;696327;405285;246423;44619;0;4895002;2079999;2787268;27735;324953;303090;21863;0;-9092;0;0;-47067;37975;0;
AELP3;AES Elpa;2013;AES Elpa2013;12710602;11796912;121546;809069;-16925;-7861844;-6400835;-1198384;0;-262625;4848758;-481578;-435632;-45946;4367180;283647;0;283647;0;4650827;4650827;861632;516609;318381;26642;0;3246861;981742;2237431;27688;391763;364477;27286;0;150571;0;15000;-1234;136805;0;
AELP3;AES Elpa;2014;AES Elpa2014;0;0;0;0;0;-586;0;-1096;0;510;-586;-3;-3;0;-589;-175217;0;2475;-177692;-175806;-175806;139;139;0;0;0;590;542;48;0;1349;1345;4;0;-177884;0;0;-88163;-89721;0;
AELP3;AES Elpa;2015;AES Elpa2015;0;0;0;0;0;-1174;0;-987;0;-187;-1174;0;0;0;-1174;57782;0;3334;54448;56608;56608;78;78;0;0;0;666;666;0;0;1583;1580;3;0;54281;0;0;-15532;69813;0;
AELP3;AES Elpa;2016;AES Elpa2016;0;0;0;0;0;-1175;0;-967;0;-208;-1175;0;0;0;-1175;225863;0;3526;222337;224688;224688;82;82;0;0;0;-2258;-2258;0;0;1718;1713;5;0;225146;0;0;-21242;-1431;247819;
AELP3;AES Elpa;2017; ;0;0;0;0;0;-796;0;-640;0;-156;-796;0;0;0;-796;2432;0;2432;0;1636;1636;82;82;0;0;0;71;71;0;0;1329;1325;4;0;154;0;0;154;0;0;
TIET11;AES Tiete E;2008;AES Tiete E2008;13475359;12796122;63270;732708;-116741;-5958991;-4422481;-405743;0;-1130767;7516368;-640896;-640896;0;6875472;866599;0;866599;0;7742071;7742071;513676;395140;85056;0;33480;4842801;2603669;2218578;20554;738373;727755;10618;0;1647221;0;508219;138860;0;1000142;
TIET11;AES Tiete E;2009;AES Tiete E2009;13618493;13035105;297942;531170;-245724;-5505427;-4274824;-446777;0;-783826;8113066;-875398;-721442;-153956;7237668;819641;0;819641;0;8057309;8057309;725973;452713;55785;34125;183350;5016302;2473895;2519565;22842;607688;588838;18850;0;1707346;0;588192;31164;1087990;0;
TIET11;AES Tiete E;2010;AES Tiete E2010;15044940;14148187;134070;708708;53975;-5944929;-4595719;-561500;0;-787710;9100011;-873975;-722983;-150992;8226036;430095;0;430095;0;8656131;8656131;663226;399400;55704;39267;168855;5737176;3056630;2655398;25148;468582;444296;24286;0;1787147;0;637708;36631;1112808;0;
TIET11;AES Tiete E;2011;AES Tiete E2011;15437275;14562047;125201;738745;11282;-6180192;-4662236;-602839;0;-915117;9257083;-841121;-693418;-147703;8415962;1361738;0;424983;936755;9777700;9777700;538305;390551;114313;30559;2882;5969750;3198350;2742883;28517;602136;589125;13011;0;2667509;0;931299;197856;1538354;0;
TIET11;AES Tiete E;2012;AES Tiete E2012;15533017;14616724;124209;831115;-39031;-7570237;-5820459;-686804;0;-1062974;7962780;-782633;-638390;-144243;7180147;304051;0;304051;0;7484198;7484198;766682;469503;248700;48479;0;5514287;2698451;2787994;27842;419633;395974;23659;0;783596;0;302328;19818;461450;0;
TIET11;AES Tiete E;2013;AES Tiete E2013;2479841;2477691;373;0;1777;-718759;-585972;-99698;0;-33089;1761082;-227781;-163307;-64474;1533301;296934;0;44151;252783;1830235;1830235;69586;61770;4118;3698;0;599005;596143;2565;297;98179;97207;972;0;1063465;0;340465;176553;546447;0;
TIET11;AES Tiete E;2014;AES Tiete E2014;3430956;3429721;1235;0;0;-2290247;-2169518;-95205;0;-25524;1140709;-227804;-167515;-60289;912905;-131079;0;71839;-202918;781826;781826;65536;59755;2651;3130;0;374656;372683;1957;16;131808;130774;1034;0;209826;0;45910;36035;127881;0;
TIET11;AES Tiete E;2015;AES Tiete E2015;2779246;2778977;269;0;0;-1190177;-1057727;-98526;0;-33924;1589069;-225669;-169564;-56105;1363400;165534;0;100976;64558;1528934;1528934;71335;65490;2577;3268;0;444627;442253;2356;18;209656;208567;1089;0;803316;0;381583;12000;409733;0;
TIET11;AES Tiete E;2016;AES Tiete E2016;1765069;1762454;146;0;2469;-625548;-472747;-102993;0;-49808;1139521;-173232;-173232;0;966289;87469;0;87469;0;1053758;1053758;83861;78013;1342;4506;0;386889;360031;26843;15;224475;223269;1206;0;358533;59983;277529;21021;0;0;
TIET11;AES Tiete E;2017;1942413;1942413;1936724;8466;0;-2777;-795946;-634469;-127794;0;-33683;1146467;-211550;-210554;-996;934917;91435;0;91435;0;1026352;1026352;99505;89781;4599;5125;0;330730;296673;33814;243;297840;295272;2568;0;298277;49668;230242;18367;0;0;
AFLT3;Afluente T;2008;Afluente T2008;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
AFLT3;Afluente T;2009;Afluente T2009;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
AFLT3;Afluente T;2010;Afluente T2010;36820;6983;29837;0;0;-10196;0;-4190;0;-6006;26624;0;0;0;26624;1797;0;1797;0;28421;28421;1798;1406;203;79;110;7226;7226;0;0;370;370;0;0;19027;0;15743;3284;0;0;
AFLT3;Afluente T;2011;Afluente T2011;38525;38525;0;0;0;-11343;0;-11343;0;0;27182;1;1;0;27183;3937;0;3937;0;31120;31120;0;0;0;0;0;9394;9394;0;0;564;558;6;0;21162;0;20104;1058;0;0;
AFLT3;Afluente T;2012;Afluente T2012;34553;34553;0;0;0;-10891;0;-10891;0;0;23662;0;0;0;23662;3054;0;3054;0;26716;26716;0;0;0;0;0;8674;8577;0;97;351;337;14;0;17691;0;16806;885;0;0;
AFLT3;Afluente T;2013;Afluente T2013;38385;39202;-817;0;0;-14962;0;-14962;0;0;23423;0;0;0;23423;2582;0;2582;0;26005;26005;0;0;0;0;0;6172;6161;0;11;392;367;25;0;19441;0;18469;972;0;0;
AFLT3;Afluente T;2014;Afluente T2014;37275;38653;-1313;0;-65;-18030;0;-18030;0;0;19245;0;0;0;19245;3449;0;3449;0;22694;22694;0;0;0;0;0;7141;7141;0;0;571;484;87;0;14982;0;14233;749;0;0;
AFLT3;Afluente T;2015;Afluente T2015;32479;32479;0;0;0;-15970;0;-15970;0;0;16509;0;0;0;16509;4651;0;4651;0;21160;21160;0;0;0;0;0;8030;8030;0;0;497;473;24;0;12633;0;12001;632;0;0;
AFLT3;Afluente T;2016;Afluente T2016;36029;35792;0;0;237;-14908;0;-14908;0;0;21121;0;0;0;21121;5454;0;5454;0;26575;26575;0;0;0;0;0;11657;11657;0;0;630;616;14;0;14288;0;13573;715;0;0;
AFLT3;Afluente T;2017;26400;26400;26516;0;0;-116;-10603;0;-10603;0;0;15797;0;0;0;15797;2629;0;2629;0;18426;18426;0;0;0;0;0;5531;5531;0;0;378;351;27;0;12517;0;12517;0;0;0;
ANDG3B;AGconcessoes;2008;AGconcessoes2008;2746540;2800394;5359;0;-59213;-1012259;-859369;-142966;0;-9924;1734281;-192613;-192613;0;1541668;167506;0;167506;0;1709174;1709174;183528;0;0;0;183528;936256;0;0;0;282730;0;0;282730;306660;0;110000;78275;118385;0;
ANDG3B;AGconcessoes;2009;AGconcessoes2009;2922020;2978318;6423;0;-62721;-1118679;-937883;-172385;0;-8411;1803341;-185306;-185306;0;1618035;336269;0;336269;0;1954304;1954304;172341;0;0;0;172341;1021637;0;0;0;342590;0;0;342590;417736;0;25600;334697;57439;0;
ANDG3B;AGconcessoes;2010;AGconcessoes2010;1356467;1187706;168761;0;0;-689446;-293693;-217219;0;-178534;667021;-78519;-78519;0;588502;804776;240986;124815;438975;1393278;1393278;178806;0;0;0;178806;313637;0;0;0;346249;0;0;346249;554586;0;157216;397370;0;0;
ANDG3B;AGconcessoes;2011;AGconcessoes2011;1249000;1088722;162594;0;-2316;-459404;-215283;-118063;0;-126058;789596;-130855;0;-130855;658741;473648;350197;123451;0;1132389;1132389;127928;0;0;0;127928;201322;0;0;0;450495;0;0;450495;352644;0;82838;267892;1914;0;
ANDG3B;AGconcessoes;2012;AGconcessoes2012;69357;69357;0;0;0;-83382;-18581;-63508;0;-1293;-14025;-3359;-3359;0;-17384;922300;845573;27154;49573;904916;904916;17118;0;0;0;17118;8389;0;0;0;273424;0;0;273424;605985;0;143922;462063;0;0;
ANDG3B;AGconcessoes;2013;AGconcessoes2013;45194;45194;0;0;0;-102622;-20374;-45306;0;-36942;-57428;-2441;-2441;0;-59869;779818;735563;44255;0;719949;719949;19272;0;0;0;19272;3874;0;0;0;141134;0;0;141134;555669;0;240240;315429;0;0;
ANDG3B;AGconcessoes;2014;AGconcessoes2014;90672;90672;0;0;0;-108476;-48258;-60080;0;-138;-17804;-1211;-1211;0;-19015;759806;708480;51326;0;740791;740791;13943;0;0;0;13943;6206;0;0;0;139786;0;0;139786;580856;0;406000;174856;0;0;
ANDG3B;AGconcessoes;2015;AGconcessoes2015;96290;96290;0;0;0;-78039;-52891;-25148;0;0;18251;-1209;-1209;0;17042;574686;515498;59188;0;591728;591728;14190;0;0;0;14190;6493;0;0;0;396303;0;0;396303;174742;0;174742;0;0;0;
ANDG3B;AGconcessoes;2016;AGconcessoes2016;103553;103553;0;0;0;-95043;-63999;-31044;0;0;8510;-1117;-1117;0;7393;189227;353110;37405;-201288;196620;196620;14766;0;0;0;14766;6541;0;0;0;88429;0;0;88429;86884;0;82540;4344;0;0;
ANDG3B;AGconcessoes;2017;109935;109935;109935;0;0;0;-536176;-70036;-18635;0;-447505;-426241;-959;-959;0;-427200;818524;295652;8394;514478;391324;391324;12018;0;0;0;12018;16489;0;0;0;202152;0;0;202152;160665;0;152632;8033;0;0;
CANT4B;Agpart;2008;Agpart2008;7248451;7380449;51511;0;-183509;-2680163;-1387897;-297182;-47984;-947100;4568288;-724547;-636715;-87832;3843741;393732;-24152;400781;17103;4237473;4237473;491056;424370;25583;16793;24310;2361717;2347931;0;13786;920529;490859;144051;285619;464171;0;128456;6276;329439;0;
CANT4B;Agpart;2009;Agpart2009;14186907;12914008;1550871;0;-277972;-5523035;-2384930;-2875117;0;-262988;8663872;-2110275;-1696809;-413466;6553597;723355;0;509968;213387;7276952;7276952;903337;0;0;0;903337;3557016;0;0;0;1553182;0;0;1553182;1263417;0;143658;238302;881457;0;
CANT4B;Agpart;2010;Agpart2010;1897371;1727838;169533;0;0;-1175612;-296321;-680253;0;-199038;721759;-356615;-79401;-277214;365144;882903;240986;131001;510916;1248047;1248047;183651;0;0;0;183651;317652;0;0;0;432979;0;0;432979;313765;0;231075;82172;518;0;
CANT4B;Agpart;2011;Agpart2011;1821992;1661714;162594;0;-2316;-953463;-526063;-260143;0;-167257;868529;-131670;-130862;-808;736859;477060;350197;125165;1698;1213919;1213919;132917;0;0;0;132917;203478;0;0;0;582020;0;0;582020;295504;0;139469;100610;55425;0;
CANT4B;Agpart;2012;Agpart2012;69357;69357;0;0;0;-83382;-18581;-63508;0;-1293;-14025;-4114;-3359;-755;-18139;918006;831021;37413;49572;899867;899867;17118;0;0;0;17118;11349;0;0;0;334328;0;0;334328;537072;0;121186;353430;62456;0;
CANT4B;Agpart;2013;Agpart2013;45194;45194;0;0;0;-102622;-20374;-45306;0;-36942;-57428;-5972;-2441;-3531;-63400;796902;729405;67497;0;733502;733502;19272;0;0;0;19272;4089;0;0;0;265626;0;0;265626;444515;0;106269;329756;8490;0;
CANT4B;Agpart;2014;Agpart2014;90672;90672;0;0;0;-108476;-48258;-60080;0;-138;-17804;-9100;-1211;-7889;-26904;501757;426083;75674;0;474853;474853;13943;0;0;0;13943;-42010;0;0;0;279583;0;0;279583;223337;0;105597;338904;-221164;0;
CANT4B;Agpart;2015;Agpart2015;96290;96290;0;0;0;-79006;-52891;-26115;0;0;17284;-3056;-1209;-1847;14228;666900;502472;164428;0;681128;681128;14190;0;0;0;14190;7349;0;0;0;618985;0;0;618985;40604;0;37562;1977;1065;0;
CANT4B;Agpart;2016;Agpart2016;103553;103553;0;0;0;-96124;-63999;-32125;0;0;7429;-12110;-1117;-10993;-4681;152188;243796;109680;-201288;147507;147507;14766;0;0;0;14766;13858;0;0;0;287931;0;0;287931;-169048;0;0;-98488;-70560;0;
CANT4B;Agpart;2017;109935;109935;109935;0;0;0;-550960;-70036;-32917;0;-448007;-441025;-959;-959;0;-441984;613073;45428;53167;514478;171089;171089;12018;0;0;0;12018;25958;0;0;0;447700;0;0;447700;-314587;0;0;-133442;-181145;0;
ALEF3B;Alef S/A;2008;Alef S/A2008;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
ALEF3B;Alef S/A;2009;Alef S/A2009;0;0;0;0;0;-74;0;-74;0;0;-74;0;0;0;-74;1;0;0;1;-73;-73;0;0;0;0;0;8;6;1;1;0;0;0;0;-81;0;0;-81;0;0;
ALEF3B;Alef S/A;2010;Alef S/A2010;0;0;0;0;0;-86;0;-86;0;0;-86;0;0;0;-86;7;0;7;0;-78;-78;0;0;0;0;0;8;6;1;0;0;0;0;0;-86;0;0;-86;0;0;
ALEF3B;Alef S/A;2011;Alef S/A2011;0;0;0;0;0;-82;0;-82;0;0;-82;0;0;0;-82;9;0;9;0;-73;-73;0;0;0;0;0;8;7;1;0;0;0;0;0;-81;0;0;-81;0;0;
ALEF3B;Alef S/A;2012;Alef S/A2012;0;0;0;0;0;-78;0;-78;0;0;-78;0;0;0;-78;5;0;5;0;-73;-73;0;0;0;0;0;9;7;2;0;0;0;0;0;-82;0;0;-82;0;0;
ALEF3B;Alef S/A;2013;Alef S/A2013;0;0;0;0;0;-80;0;-80;0;0;-80;0;0;0;-80;2;0;2;0;-78;-78;0;0;0;0;0;6;5;1;0;0;0;0;0;-84;0;0;-84;0;0;
ALEF3B;Alef S/A;2014;Alef S/A2014;0;0;0;0;0;-85;0;-85;0;0;-85;0;0;0;-85;4;0;4;0;-81;-81;0;0;0;0;0;7;5;2;0;0;0;0;0;-88;0;0;-88;0;0;
ALEF3B;Alef S/A;2015;Alef S/A2015;0;0;0;0;0;-81;0;-81;0;0;-81;0;0;0;-81;5;0;5;0;-76;-76;0;0;0;0;0;10;8;2;0;0;0;0;0;-86;0;0;-86;0;0;
ALEF3B;Alef S/A;2016;Alef S/A2016;0;0;0;0;0;-83;0;-83;0;0;-83;0;0;0;-83;5;0;5;0;-78;-78;0;0;0;0;0;20;17;2;0;0;0;0;0;-98;0;0;-98;0;0;
ALEF3B;Alef S/A;2017; ;0;0;0;0;0;-92274;0;-92274;0;0;-92274;0;0;0;-92274;5109;0;5109;0;-87165;-87165;0;0;0;0;0;18972;17247;1725;0;0;0;0;0;-106137;0;0;-106137;0;0;
BRGE3;Alfa Consorc;2008;Alfa Consorc2008;646527;23307;623220;0;0;-529102;0;-126571;0;-402531;117425;-2717;-2717;0;114708;111605;59871;51734;0;226313;226313;61710;44270;11154;6286;0;43149;42123;163;863;3888;0;1687;2201;117566;3506;5199;56335;52526;0;
BRGE3;Alfa Consorc;2009;Alfa Consorc2009;973789;13666;960123;0;0;-803286;0;-151970;0;-651316;170503;-1412;-1412;0;169091;26721;26721;0;0;195812;195812;69859;48298;14529;7032;0;48475;46744;164;1567;4150;0;3580;570;73328;6624;0;48079;18625;0;
BRGE3;Alfa Consorc;2010;Alfa Consorc2010;926957;11237;915720;0;0;-757383;0;-167165;0;-590218;169574;-1614;-1614;0;167960;22462;22462;0;0;190422;190422;77206;54009;15524;7673;0;36612;35062;161;1389;4655;0;3739;916;71949;5275;0;45449;21225;0;
BRGE3;Alfa Consorc;2011;Alfa Consorc2011;1054212;15429;1038783;0;0;-841397;0;-132199;0;-709198;212815;-941;-941;0;211874;21344;21344;0;0;233218;233218;83330;58675;15813;8842;0;63479;63597;-1323;1205;6737;0;6474;263;79672;2058;1635;52945;23034;0;
BRGE3;Alfa Consorc;2012;Alfa Consorc2012;561295;27005;534290;0;0;-482764;0;-94771;-3727;-384266;78531;-313;-313;0;78218;94975;94975;0;0;173193;173193;45804;32508;5600;7696;0;30803;29706;70;1027;3421;0;3319;102;93165;3025;2293;57836;30011;0;
BRGE3;Alfa Consorc;2013;Alfa Consorc2013;588232;27783;560449;0;0;-476647;0;-115870;-149;-360628;111585;-492;-492;0;111093;55544;55544;0;0;166637;166637;58767;43455;7311;8001;0;25982;24988;82;912;4014;0;4014;0;77874;167;4054;48320;25333;0;
BRGE3;Alfa Consorc;2014;Alfa Consorc2014;498089;24676;473413;0;0;-122923;0;-122499;-424;0;375166;-621;-621;0;374545;-209628;39610;189041;-438279;164917;164917;54384;40031;6825;7528;0;39254;34802;82;4370;4361;0;4142;219;66918;0;3565;37519;25834;0;
BRGE3;Alfa Consorc;2015;Alfa Consorc2015;512822;27701;485121;0;0;-125876;0;-125713;-163;0;386946;-706;-706;0;386240;-180599;67641;247875;-496115;205641;205641;57774;45235;8564;3975;0;50078;48924;78;1076;4798;0;4652;146;92991;0;3987;60238;28766;0;
BRGE3;Alfa Consorc;2016;Alfa Consorc2016;509559;30556;479003;0;0;-119889;0;-119867;-22;0;389670;-835;-835;0;388835;-179335;57525;282292;-519152;209500;209500;64173;43608;9894;10671;0;45350;44723;92;535;4697;0;4488;209;95280;0;4248;56927;34105;0;
BRGE3;Alfa Consorc;2017;559215;559215;25294;533921;0;0;-122021;0;-122010;-11;0;437194;-931;-931;0;436263;-236056;41639;243903;-521598;200207;200207;67781;46240;10059;11482;0;43349;41630;183;1536;4474;0;4113;361;84603;0;4363;46824;33416;0;
